  Number of stoppages not reported                            ,.,.,.,.,.,.,.,           S,           S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,           S,           S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Stoppage not reported                                         ,           S,           S,           S,           S,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,           S,.,.,.,.,.,.,.,.,.,           S,           S,           S,.,           S,.,.,           S,           S,           S,.,.,.,38.1,18.8,           S,.,10.1,.,           S,           S,           S,           S,.,.,.,.,           S,.,           S,.,.,.,.,           S,           S,.,.,           S,.,.,           S,           S,           S,           S,           S,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,           S,.,.,19.7,9.3,9.6,.,           S,.,.,           S,           S,.,.,.,.,.
                                                              ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
Water Leakage During Last 12 Months                           ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
                                                              ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
No leakage from inside structure                              ,"3,444.8","2,119.6",906.9,           S,338.4,           S,52.1,"2,131.3","1,515.9",199.2,42.2,330.2,           S,29.7,"1,104.0",666.5,319.4,25.2,74.1,           S,           S,973.9,611.6,276.2,           S,64.5,           S,           S,805.1,495.6,227.2,14.6,54.6,.,           S,654.7,358.2,257.0,           S,31.4,           S,749.4,370.1,266.1,           S,82.0,           S,13.7,828.0,582.5,225.9,           S,11.4,           S,           S,697.6,311.7,329.7,           S,35.7,           S,           S,708.8,514.6,104.8,           S,67.8,           S,           S,734.2,423.5,91.6,16.7,180.1,           S,14.3,530.5,411.8,64.0,12.9,32.0,           S,           S,444.8,349.4,54.9,           S,22.2,           S,           S,443.2,227.3,184.8,           S,20.6,           S,           S,553.3,390.7,73.9,9.5,62.1,           S,11.2
With leakage from inside structure2                  ,287.6,181.3,83.8,           S,           S,.,.,178.5,143.4,           S,.,           S,.,           S,133.3,70.1,51.9,.,           S,.,           S,102.5,77.2,           S,.,           S,.,.,93.4,51.3,31.9,.,           S,           S,           S,62.0,32.5,20.0,           S,           S,           S,103.1,48.3,43.1,           S,           S,.,           S,46.1,30.5,12.8,.,           S,.,           S,97.7,39.5,50.6,           S,           S,.,           S,44.9,30.3,           S,.,           S,.,           S,44.2,28.5,           S,           S,           S,           S,           S,76.2,54.0,           S,           S,           S,.,           S,33.3,24.6,           S,           S,           S,.,.,50.8,17.3,26.1,.,           S,           S,           S,42.5,30.3,           S,           S,           S,.,.
  Fixtures backed up or overflowed                            ,61.9,           S,           S,           S,.,.,.,67.0,57.2,           S,.,           S,.,           S,30.3,           S,           S,.,.,.,.,25.2,20.0,           S,.,           S,.,.,16.4,12.4,           S,.,           S,.,.,20.8,           S,           S,           S,.,.,22.2,           S,           S,.,.,.,           S,12.2,           S,           S,.,           S,.,.,32.2,13.9,           S,           S,           S,.,.,11.8,           S,           S,.,.,.,.,           S,           S,           S,.,           S,.,.,15.3,           S,           S,           S,.,.,.,9.5,6.8,           S,.,.,.,.,10.2,           S,           S,.,           S,.,           S,11.4,7.9,           S,.,           S,.,.
  Pipes leaked                                                ,133.0,75.8,42.7,           S,           S,.,.,82.5,62.2,           S,.,           S,.,           S,42.0,           S,           S,.,           S,.,           S,35.8,26.0,           S,.,           S,.,.,42.3,23.3,           S,.,           S,.,           S,26.6,           S,           S,           S,           S,           S,39.9,23.9,           S,.,           S,.,           S,20.4,14.6,           S,.,.,.,.,33.7,14.1,19.6,.,.,.,.,18.9,           S,           S,.,.,.,           S,18.3,           S,           S,.,           S,           S,           S,38.6,26.4,           S,           S,           S,.,           S,11.1,8.8,           S,           S,.,.,.,24.1,           S,12.7,.,.,           S,           S,17.7,13.0,           S,           S,           S,.,.
  Broken water heater                                         ,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,           S,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,           S,.,.,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,           S,           S,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,           S,.,.
  Other or unknown (includes not reported)                    ,109.1,65.8,           S,           S,           S,.,.,42.6,31.3,           S,.,           S,.,           S,57.8,35.3,           S,.,           S,.,.,44.0,32.4,           S,.,           S,.,.,35.1,16.3,13.6,.,           S,           S,           S,           S,           S,           S,.,           S,.,48.0,18.5,21.9,           S,           S,.,           S,11.0,           S,           S,.,.,.,           S,31.6,           S,20.0,           S,           S,.,           S,17.7,           S,           S,.,           S,.,           S,18.1,12.6,           S,           S,           S,.,           S,28.9,21.1,           S,           S,           S,.,           S,10.9,8.1,           S,.,           S,.,.,15.9,           S,8.6,.,           S,.,           S,14.0,9.8,.,.,           S,.,.
                                                              ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
No leakage from outside structure                             ,"3,558.4","2,196.8",937.4,           S,338.7,           S,52.1,"2,163.6","1,550.9",202.5,39.9,319.9,           S,36.3,"1,112.0",649.6,334.6,25.2,81.0,           S,           S,978.2,634.4,257.9,           S,68.1,           S,           S,813.7,485.6,241.1,14.6,59.2,           S,           S,641.0,354.1,245.5,           S,33.3,           S,783.3,379.4,283.9,16.1,82.0,           S,17.2,809.2,563.2,223.7,           S,13.1,           S,           S,731.2,328.2,347.1,           S,35.3,           S,           S,710.7,515.0,105.5,           S,66.6,           S,           S,738.5,424.4,93.1,15.2,182.8,           S,14.5,569.9,435.9,73.2,14.5,34.8,           S,           S,456.6,357.7,58.9,           S,22.3,           S,           S,438.2,220.1,182.8,           S,20.5,           S,           S,571.6,399.9,77.0,10.3,67.4,           S,11.2
With leakage from outside structure2                 ,174.0,104.1,53.3,           S,           S,.,.,146.2,108.4,           S,           S,           S,.,           S,125.3,87.0,36.6,.,           S,.,.,98.2,54.4,36.2,           S,           S,           S,           S,84.8,61.3,18.0,.,           S,.,           S,75.7,36.6,31.5,           S,           S,           S,69.2,39.1,25.3,           S,           S,.,.,64.9,49.9,15.0,.,.,.,.,64.1,23.0,33.2,           S,           S,.,           S,43.0,29.9,           S,.,           S,.,           S,39.8,27.7,           S,           S,           S,.,           S,36.8,30.0,           S,           S,           S,.,.,21.5,16.2,           S,           S,           S,.,.,55.8,24.4,28.0,.,           S,           S,           S,24.2,21.2,           S,.,           S,.,.
  Roof                                                        ,88.2,52.6,           S,           S,           S,.,.,94.1,66.3,           S,           S,           S,.,.,50.2,42.4,           S,.,.,.,.,35.3,15.3,18.2,.,           S,.,.,43.1,33.3,           S,.,.,.,           S,28.3,           S,           S,           S,.,.,32.4,17.2,           S,.,           S,.,.,48.4,35.7,           S,.,.,.,.,41.1,13.5,21.9,           S,           S,.,.,17.2,           S,           S,.,           S,.,           S,16.3,12.3,           S,.,           S,.,           S,16.6,13.9,           S,.,           S,.,.,10.2,           S,           S,           S,.,.,.,23.7,8.2,13.0,.,           S,           S,           S,15.5,13.1,           S,.,           S,.,.
  Basement                                                    ,.,.,.,.,.,.,.,           S,           S,.,.,.,.,.,33.4,24.9,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,21.4,           S,           S,.,           S,.,           S,           S,           S,.,           S,.,.,.,.,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,           S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.4,12.7,           S,.,           S,.,.,           S,           S,.,.,.,.,.
"  Walls, closed windows, or doors                             ",63.9,39.4,           S,.,           S,.,.,50.9,39.0,           S,.,           S,.,           S,35.3,           S,           S,.,           S,.,.,37.2,23.9,           S,.,           S,           S,           S,35.7,26.0,           S,.,           S,.,           S,19.3,           S,           S,           S,           S,.,23.9,15.1,           S,.,           S,.,.,11.3,           S,           S,.,.,.,.,13.1,           S,           S,.,           S,.,           S,12.2,           S,           S,.,.,.,           S,13.2,8.7,           S,.,           S,.,           S,9.6,           S,           S,           S,.,.,.,           S,           S,.,.,           S,.,.,           S,           S,           S,.,.,           S,.,           S,           S,           S,.,.,.,.
  Other or unknown (includes not reported)                    ,           S,           S,           S,.,.,.,.,           S,           S,.,.,           S,.,.,           S,           S,           S,.,.,.,.,21.0,           S,           S,           S,           S,.,.,16.7,           S,           S,.,           S,.,.,           S,           S,           S,.,.,           S,16.7,           S,           S,           S,.,.,.,11.0,11.0,.,.,.,.,.,14.9,           S,           S,.,.,.,.,           S,           S,           S,.,           S,.,.,11.8,           S,           S,           S,           S,.,.,           S,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.
                                                              ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
"External Building Conditions2,4                      ",            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
                                                              ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
Sagging roof                                                  ,           S,           S,           S,.,.,.,.,           S,           S,           S,.,           S,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,           S,.,.,.,.,.,.,           S,           S,.,           S,.,.,.,           S,           S,           S,.,.,.,.,9.9,           S,           S,.,.,.,.,           S,           S,.,           S,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.
Missing roofing material                                      ,.,.,.,.,.,.,.,           S,           S,           S,           S,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,           S,           S,           S,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,           S,           S,           S,           S,.,.,.,9.1,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,.,.,.,.,.,.,.,           S,           S,           S,.,           S,.,.,           S,           S,.,.,.,.,.,8.1,6.1,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,           S,           S,           S,.
Hole in roof                                                  ,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,           S,           S,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,           S,.,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,           S,.,.,           S,.,.,           S,.,.,.,           S,           S,.,.,           S,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.
"Missing bricks, siding, or other outside wall material        ",           S,           S,           S,.,.,.,.,           S,           S,           S,           S,           S,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,           S,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,.,11.0,           S,           S,           S,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,           S,.,.,           S,           S,.,           S,.,.,.,           S,           S,           S,           S,.,.,.,9.2,           S,           S,.,.,           S,.,           S,           S,.,.,.,.,.
Sloping outside walls                                         ,           S,           S,           S,.,.,.,.,           S,           S,           S,           S,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,.,           S,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,           S,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,           S,.,           S,           S,.,.,           S,.,.
Boarded up windows                                            ,.,.,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,           S,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,.,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,.,.,.,.,.,.,.,           S,.,.,.,           S,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,           S,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.
Broken windows                                                ,           S,           S,           S,.,.,.,.,           S,           S,.,           S,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,           S,.,16.7,           S,           S,           S,.,.,           S,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,14.7,8.9,           S,.,           S,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,19.7,14.1,           S,           S,.,.,           S,7.6,           S,           S,.,.,.,.,           S,           S,           S,.,           S,.,.,           S,           S,.,.,.,           S,           S
Bars on windows                                               ,66.2,           S,           S,.,           S,.,.,85.2,51.8,           S,           S,           S,.,.,           S,           S,           S,.,.,.,           S,           S,           S,           S,.,           S,.,.,26.1,16.6,           S,.,.,.,.,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,29.8,18.8,11.0,.,.,.,.,           S,.,           S,.,.,.,.,           S,           S,.,.,.,.,.,10.0,           S,           S,           S,           S,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,11.2,           S,10.3,.,.,.,.,           S,           S,.,.,.,.,.
Foundation crumbling or has open crack or hole                ,           S,           S,           S,.,           S,.,.,27.3,           S,           S,           S,           S,.,.,26.0,           S,           S,.,.,.,.,29.5,23.5,           S,.,.,           S,.,23.2,17.5,           S,.,           S,.,.,20.9,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,28.1,16.1,11.1,.,           S,.,.,           S,           S,.,           S,.,.,           S,9.1,           S,.,           S,           S,.,.,12.8,           S,           S,           S,.,.,           S,14.9,11.0,           S,           S,           S,.,.,12.4,           S,           S,.,.,.,.,           S,           S,           S,.,           S,.,.
                                                              ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
Mold                                                          ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
                                                              ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
      Housing units with mold in last 12 months2     ,129.2,69.3,54.6,.,           S,.,.,105.5,80.3,           S,           S,           S,.,.,57.7,34.5,22.6,.,.,.,           S,33.9,23.6,           S,.,.,           S,.,37.3,22.0,           S,           S,.,           S,           S,23.9,           S,           S,.,           S,.,46.3,23.1,21.0,           S,           S,.,           S,42.0,29.6,12.4,.,.,.,.,42.3,16.7,21.2,.,           S,.,           S,29.6,13.7,           S,           S,           S,           S,.,34.3,23.4,           S,           S,           S,           S,           S,20.4,14.2,           S,           S,.,.,           S,13.2,9.6,           S,           S,.,.,.,17.0,           S,10.2,.,.,           S,.,24.3,19.1,           S,.,           S,.,.
Kitchen                                                       ,           S,.,           S,.,.,.,.,           S,           S,.,           S,           S,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,           S,           S,.,           S,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,           S,.,.,           S,.,           S,           S,.,.,.,           S,           S,           S,.,           S,           S,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.
Bathroom(s)                                                   ,87.7,41.1,           S,.,           S,.,.,76.5,58.1,           S,           S,           S,.,.,32.3,           S,           S,.,.,.,.,25.1,16.5,           S,.,.,           S,.,22.0,           S,           S,           S,.,           S,           S,           S,           S,           S,.,           S,.,28.3,11.9,           S,.,           S,.,           S,20.5,15.3,           S,.,.,.,.,19.3,           S,9.5,.,           S,.,.,21.2,12.8,           S,.,           S,.,.,18.7,12.5,           S,           S,           S,.,.,           S,           S,           S,           S,.,.,.,7.7,           S,           S,           S,.,.,.,           S,           S,           S,.,.,           S,.,11.5,           S,           S,.,           S,.,.
Bedroom(s)                                                    ,           S,           S,           S,.,           S,.,.,           S,           S,           S,           S,           S,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,13.8,           S,           S,.,.,.,           S,.,.,.,.,.,.,           S,           S,           S,           S,.,.,           S,13.7,           S,           S,.,.,.,.,12.7,           S,           S,.,.,.,           S,           S,.,           S,.,           S,.,.,15.9,12.0,           S,           S,.,           S,           S,           S,           S,.,.,.,.,           S,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,11.0,8.2,           S,.,           S,.,.
Living room                                                   ,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,12.7,           S,           S,.,.,.,.,           S,           S,           S,.,           S,.,           S,.,.,.,.,.,.,.,           S,           S,           S,.,           S,           S,.,.,.,.,.,.,.,.,           S,.,           S,           S,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.
Basement                                                      ,           S,           S,.,.,.,.,.,.,.,.,.,.,.,.,           S,           S,           S,.,.,.,           S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,.,.,.,.,.,.,.,           S,           S,           S,.,.,.,.,.,.,.,.,.,.,.,           S,           S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.
Other room                                                    ,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,           S,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,           S,.,.,           S,           S,.,.,.,           S,.,           S,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,           S,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.
Not reported                                                  ,           S,           S,           S,           S,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,           S,.,.,.,.,.,.,.,.,.,           S,           S,           S,.,           S,.,.,           S,           S,           S,.,.,.,37.4,15.8,           S,.,           S,.,           S,           S,           S,           S,.,.,.,.,           S,.,           S,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,           S,           S,.,.,           S,           S,.,.,.,.,.,           S,           S,.,           S,           S,.,.,19.5,10.0,8.8,.,           S,.,.,           S,           S,.,.,.,.,.
                                                              ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
Sewage Disposal Breakdowns                                    ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
                                                              ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
With public sewer5                                   ,"3,660.3","2,249.2",977.7,           S,344.9,           S,51.3,"2,300.4","1,649.8",214.2,42.2,341.7,           S,38.4,"1,223.8",723.1,371.3,25.2,82.7,           S,           S,"1,063.7",679.7,290.6,           S,71.9,           S,           S,882.9,535.2,257.7,14.6,58.9,           S,15.6,698.2,375.4,275.1,           S,36.4,           S,836.3,404.6,307.8,           S,86.4,           S,17.2,871.8,612.0,237.4,           S,13.1,           S,           S,750.2,314.0,374.5,           S,39.8,           S,           S,733.9,526.4,114.8,           S,68.7,           S,14.7,774.2,448.8,96.2,17.3,186.7,           S,16.7,603.1,463.0,77.4,15.7,35.5,           S,           S,462.8,360.4,61.8,           S,22.1,           S,           S,486.6,237.1,210.8,           S,21.9,           S,11.7,575.5,402.3,78.6,9.6,68.9,           S,11.2
